institute,client,date,CDU,SPD,GRÜNE,FDP,LINKE,AfD,Sonstige,state,CSU,FW,PIRATEN,NPD,SSW,method,timeframe
Forsa,SPD-LV,04.06.2020,32.0,30.0,16.0,5.0,6.0,5.0,6.0,niedersachsen,,,,,,T,1.00219.05.–28.05.
Forsa,RTL/n-tv,11.02.2019,30.0,28.0,17.0,7.0,5.0,8.0,5.0,niedersachsen,,,,,,T,1.01001.02.–08.02.
Infratestdimap,NDR,22.11.2018,28.0,26.0,24.0,6.0,4.0,9.0,3.0,niedersachsen,,,,,,T,1.00615.11.–20.11.
INSA,BILD,21.11.2018,27.0,26.0,17.0,10.0,5.0,12.0,3.0,niedersachsen,,,,,,TOM,1.05307.11.–13.11.
Forsa,RTL/n-tv,25.02.2018,33.0,33.0,10.0,8.0,6.0,6.0,4.0,niedersachsen,,,,,,T,1.00408.02.–22.02.
Forschungs-gruppe Wahlen,ZDF,12.10.2017,33.0,34.5,9.0,9.0,5.0,7.0,2.5,niedersachsen,,,,,,T,1.00110.10.–11.10.
INSA,BILD,09.10.2017,32.0,33.0,10.0,10.0,5.0,7.0,3.0,niedersachsen,,,,,,T,1.00504.10.–06.10.
Forschungs-gruppe Wahlen,ZDF,05.10.2017,33.0,33.0,9.0,10.0,5.0,7.0,3.0,niedersachsen,,,,,,T,1.08302.10.–05.10.
Infratestdimap,ARD,05.10.2017,34.0,34.0,8.5,8.0,4.5,8.0,3.0,niedersachsen,,,,,,T,1.00202.10.–04.10.
Infratestdimap,NDR,28.09.2017,35.0,34.0,9.0,8.0,5.0,6.0,3.0,niedersachsen,,,,,,T,1.00426.09.–27.09.
Infratestdimap,NDR,07.09.2017,37.0,32.0,10.0,6.0,5.0,7.0,3.0,niedersachsen,,,,,,T,1.00130.08.–05.09.
dimap,CDU inNiedersachsen,30.08.2017,39.0,31.0,8.0,8.0,4.0,8.0,2.0,niedersachsen,,,,,,T,1.00318.08.–26.08.
Infratestdimap,NDR,10.08.2017,40.0,32.0,9.0,7.0,3.0,6.0,3.0,niedersachsen,,,,,,T,1.00308.08.–09.08.
INSA,BILD,09.08.2017,40.0,28.0,9.0,9.0,5.0,7.0,2.0,niedersachsen,,,,,,O,1.00009.08.
INSA,BILD,27.05.2017,41.0,27.0,8.0,9.0,5.0,6.0,4.0,niedersachsen,,,,,,T,1.00018.05.–23.05.
Forsa,SPD-LV,06.05.2017,35.0,36.0,8.0,6.0,4.0,6.0,5.0,niedersachsen,,,,,,T,1.00118.04.–28.04.
Infratestdimap,NDR,20.01.2017,35.0,31.0,14.0,6.0,4.0,8.0,2.0,niedersachsen,,,,,,T,1.00213.01.–18.01.
Forsa,SPD-LV,11.01.2017,34.0,32.0,12.0,6.0,4.0,7.0,5.0,niedersachsen,,,,,,T,1.00022.12.–09.01.
INSA,BILD,19.10.2016,33.0,31.0,12.0,8.0,5.0,7.0,4.0,niedersachsen,,,,,,T,1.00006.10.–14.10.
Forsa,SPD-LV,28.11.2015,35.0,33.0,14.0,6.0,4.0,4.0,4.0,niedersachsen,,,,,,T,1.00223.10.–20.11.
INSA,BILD,07.09.2015,37.0,29.0,14.0,6.0,6.0,3.0,5.0,niedersachsen,,,,,,T,1.00021.08.–02.09.
Infratestdimap,NDR,03.07.2015,40.0,31.0,14.0,5.0,5.0,2.0,3.0,niedersachsen,,,,,,T,1.00026.06.–01.07.
GMS,GMS,24.01.2015,41.0,30.0,14.0,3.0,4.0,4.0,4.0,niedersachsen,,,,,,T,1.01208.01.–13.01.
Infratestdimap,NDR,20.01.2014,40.0,32.0,13.0,4.0,5.0,3.0,3.0,niedersachsen,,,,,,T,1.00014.01.–16.01.
YouGov,YouGov,12.05.2022,31.0,28.0,15.0,10.0,4.0,7.0,5.0,nrw,,,,,,O,1.04606.05.–12.05.
Forschungs-gruppeWahlen,ZDF,12.05.2022,32.0,29.0,17.0,6.0,3.0,7.0,6.0,nrw,,,,,,T,2.25409.05.–12.05.
INSA,Bild,12.05.2022,32.0,28.0,16.0,8.0,3.0,7.0,6.0,nrw,,,,,,O,1.00009.05.–10.05.
INSA,Bild,10.05.2022,31.0,29.0,16.0,8.0,3.0,7.0,6.0,nrw,,,,,,O,1.00002.05.–09.05.
Forschungs-gruppeWahlen,ZDF,06.05.2022,30.0,28.0,18.0,7.0,3.0,7.0,7.0,nrw,,,,,,T,1.02603.05.–05.05.
Infratestdimap,WDR,05.05.2022,30.0,28.0,16.0,8.0,3.0,8.0,7.0,nrw,,,,,,TOM,1.53702.05.–04.05.
Forsa,NRW-Tages-zeitungen,04.05.2022,32.0,28.0,17.0,7.0,3.0,6.0,7.0,nrw,,,,,,O,2.00619.04.–26.04.
Infratestdimap,WDR,24.04.2022,31.0,30.0,16.0,8.0,3.0,7.0,5.0,nrw,,,,,,TOM,1.16419.04.–21.04.
INSA,BamS,17.04.2022,29.0,31.0,14.0,10.0,4.0,7.0,5.0,nrw,,,,,,O,1.00011.04.–13.04.
Forsa,NRW-Tages-zeitungen,13.04.2022,30.0,30.0,18.0,8.0,2.0,6.0,6.0,nrw,,,,,,TOM,1.82104.04.–11.04.
INSA,BILD,05.04.2022,28.0,30.0,15.0,10.0,4.0,7.0,6.0,nrw,,,,,,O,1.00028.03.–04.04.
Infratestdimap,WDR,03.04.2022,31.0,30.0,15.0,8.0,4.0,7.0,5.0,nrw,,,,,,TOM,1.18229.03.–31.03.
Forsa,NRW-Tages-zeitungen,16.03.2022,32.0,27.0,17.0,8.0,3.0,6.0,7.0,nrw,,,,,,O,2.00602.03.–09.03.
INSA,BILD,20.02.2022,27.0,29.0,14.0,12.0,4.0,8.0,6.0,nrw,,,,,,TOM,1.00015.02.–17.02.
Forsa,NRW-Tages-zeitungen,09.02.2022,29.0,27.0,18.0,9.0,4.0,7.0,6.0,nrw,,,,,,O,2.00626.01.–02.02.
INSA,BILD,03.02.2022,26.0,28.0,14.0,12.0,4.0,8.0,8.0,nrw,,,,,,O,2.00024.01.–02.02.
Infratestdimap,WDR,30.01.2022,28.0,28.0,17.0,10.0,3.0,8.0,6.0,nrw,,,,,,TOM,1.16024.01.–27.01.
Forsa,NRW-Tages-zeitungen,15.12.2021,27.0,27.0,17.0,12.0,4.0,7.0,6.0,nrw,,,,,,O,2.00926.11.–07.12.
Infratestdimap,WDR,24.10.2021,22.0,31.0,17.0,13.0,3.0,7.0,7.0,nrw,,,,,,TOM,1.17218.10.–21.10.
INSA,BILD,12.10.2021,20.0,33.0,13.0,15.0,4.0,8.0,7.0,nrw,,,,,,O,1.00004.10.–11.10.
Forsa,RTL/n-tv,19.05.2021,25.0,19.0,26.0,12.0,4.0,7.0,7.0,nrw,,,,,,T,1.05810.05.–17.05.
INSA,BILD,11.05.2021,25.0,20.0,26.0,11.0,4.5,9.0,4.5,nrw,,,,,,O,2.01403.05.–10.05.
Infratestdimap,WDR,11.04.2021,28.0,18.0,26.0,11.0,3.0,8.0,6.0,nrw,,,,,,TOM,1.19706.04.–08.04.
Infratestdimap,WDR,31.01.2021,37.0,17.0,24.0,8.0,3.0,6.0,5.0,nrw,,,,,,T,1.00025.01.–28.01.
INSA,BILD,31.10.2020,33.0,23.0,19.0,8.0,5.0,8.0,4.0,nrw,,,,,,O,1.00822.10.–28.10.
Infratestdimap,WDR,02.09.2020,34.0,21.0,22.0,7.0,4.0,7.0,5.0,nrw,,,,,,T,1.00224.08.–29.08.
Infratestdimap,WDR,14.06.2020,37.0,20.0,20.0,7.0,4.0,7.0,5.0,nrw,,,,,,T,1.00108.06.–09.06.
Infratestdimap,WDR,19.04.2020,40.0,19.0,20.0,7.0,4.0,6.0,4.0,nrw,,,,,,T,1.00314.04.–16.04.
Forsa,"KStA, Express",10.04.2020,39.0,20.0,15.0,8.0,6.0,6.0,6.0,nrw,,,,,,T,1.08406.04.–08.04.
Infratestdimap,WDR,03.11.2019,32.0,20.0,23.0,8.0,6.0,7.0,4.0,nrw,,,,,,T,1.00124.10.–29.10.
Mentefactum,RheinischePost,02.11.2019,31.0,20.0,21.0,10.0,5.0,10.0,4.0,nrw,,,,,,T,1.00314.10.–21.10.
Forsa,RTL/n-tv,17.08.2019,29.0,18.0,24.0,11.0,5.0,7.0,6.0,nrw,,,,,,T,1.50501.08.–16.08.
Infratestdimap,WDR,24.02.2019,30.0,23.0,17.0,12.0,6.0,9.0,3.0,nrw,,,,,,T,1.00119.02.–21.02.
Mentefactum,"RheinischePost, GA, AZV",25.11.2018,28.0,19.0,19.0,11.0,8.0,11.0,5.0,nrw,,,,,,T,1.00419.11.–21.11.
Infratestdimap,WDR,07.10.2018,28.0,21.0,17.0,11.0,8.0,12.0,3.0,nrw,,,,,,T,1.00004.10.–06.10.
YouGov,Sat.1 NRW,19.09.2018,31.0,24.0,10.0,10.0,7.0,13.0,5.0,nrw,,,,,,O,1.04906.09.–12.09.
Infratestdimap,WDR,13.05.2018,35.0,22.0,12.0,9.0,7.0,12.0,3.0,nrw,,,,,,T,1.00207.05.–08.05.
Forsa,RTL/n-tv,25.02.2018,34.0,24.0,10.0,12.0,7.0,7.0,6.0,nrw,,,,,,T,1.01508.02.–22.02.
Infratestdimap,WDR,14.01.2018,34.0,28.0,9.0,10.0,7.0,9.0,3.0,nrw,,,,,,T,1.00209.01.–11.01.
YouGov,Sat.1 NRW,12.09.2017,35.0,30.0,6.0,9.0,8.0,9.0,3.0,nrw,,,,,,O,1.04801.09.–08.09.
Infratestdimap,WDR,03.09.2017,33.0,30.0,6.0,13.0,6.0,8.0,4.0,nrw,,,,,,T,1.00029.08.–31.08.
Forschungs-gruppeWahlen,ZDF,11.05.2017,32.0,31.0,6.5,13.5,6.0,6.5,4.5,nrw,,,,,,T,2.40208.05.–11.05.
YouGov,Sat.1 NRW,11.05.2017,31.0,30.0,7.0,9.0,8.0,9.0,4.0,nrw,,,2.0,,,O,1.01708.05.–10.05.
INSA,BILD,09.05.2017,30.0,33.0,7.0,13.0,5.0,7.0,5.0,nrw,,,,,,T,1.13903.05.–08.05
Forschungs-gruppeWahlen,ZDF,05.05.2017,32.0,32.0,7.5,12.0,6.0,6.0,4.5,nrw,,,,,,T,1.03202.05.–04.05.
Infratestdimap,ARD,04.05.2017,31.0,32.0,7.0,13.0,5.0,8.0,4.0,nrw,,,,,,T,1.00002.05.–03.05.
Forsa,"KStA, Express",28.04.2017,29.0,35.0,6.0,12.0,6.0,7.0,5.0,nrw,,,,,,T,1.00320.04.–25.04
YouGov,Sat.1 NRW,25.04.2017,27.0,36.0,6.0,7.0,8.0,11.0,3.0,nrw,,,2.0,,,O,1.05112.04.–19.04.
Infratestdimap,WDR,23.04.2017,34.0,34.0,6.0,10.0,5.0,8.0,3.0,nrw,,,,,,T,1.00318.04.–20.04.
INSA,BILD,11.04.2017,28.0,37.0,6.0,10.0,5.0,10.0,4.0,nrw,,,,,,T,1.00030.03.–04.04
Infratestdimap,WDR,19.03.2017,30.0,37.0,6.0,9.0,5.0,9.0,4.0,nrw,,,,,,T,1.00114.03.–16.03.
Forsa,"KStA, RTL,stern",15.03.2017,26.0,40.0,6.0,11.0,5.0,7.0,5.0,nrw,,,,,,T,1.04020.02.–10.03
INSA,BILD,05.03.2017,27.0,38.0,7.0,10.0,4.0,11.0,3.0,nrw,,,,,,T,1.19922.02.–03.03
Infratestdimap,WDR,19.02.2017,30.0,37.0,7.0,7.0,6.0,10.0,3.0,nrw,,,,,,T,1.00214.02.–16.02.
Forschungs-gruppeWahlen,ZDF,10.02.2017,32.0,36.0,7.0,8.0,5.0,9.0,3.0,nrw,,,,,,T,1.11606.02.–08.02.
YouGov,Sat.1 NRW,27.01.2017,31.0,31.0,11.0,7.0,5.0,12.0,2.0,nrw,,,1.0,,,O,1.07213.01.–20.01.
Forsa,"KStA, RTL,stern",15.03.2017,29.0,35.0,8.0,9.0,6.0,8.0,5.0,nrw,,,,,,T,1.07209.01.–20.01.
Emnid,Bild amSonntag,21.01.2017,30.0,32.0,10.0,8.0,7.0,10.0,3.0,nrw,,,,,,T,1.07019.12.–18.01.
Infratestdimap,WDR,30.10.2016,32.0,32.0,12.0,7.0,5.0,9.0,3.0,nrw,,,,,,T,1.00225.10.–27.10.
YouGov,Sat.1 NRW,15.09.2016,28.0,34.0,10.0,9.0,5.0,11.0,,nrw,,,,,,O,1.02231.08.–07.09.
Mentefactum,RheinischePost,11.09.2016,27.0,31.0,11.0,8.0,5.0,13.0,3.0,nrw,,,,,,T,1.00430.08.–06.09.
Infratestdimap,WDR,22.05.2016,31.0,31.0,10.0,8.0,6.0,12.0,2.0,nrw,,,,,,T,1.00217.05.–20.05.
INSA,BILD,29.04.2016,32.0,29.0,13.0,7.5,5.5,9.0,4.0,nrw,,,,,,T,1.09721.04.–28.04
Infratestdimap,WDR,21.02.2016,33.0,31.0,9.0,7.0,7.0,10.0,3.0,nrw,,,,,,T,1.00216.02.–18.02.
Infratestdimap,WDR,13.12.2015,35.0,34.0,10.0,6.0,5.0,5.0,5.0,nrw,,,,,,T,1.00008.12.–10.12.
Forsa,"KStA,stern",02.12.2015,29.0,39.0,10.0,7.0,5.0,4.0,4.0,nrw,,,2.0,,,T,1.21108.11.–27.11
YouGov,Sat.1 NRW,26.11.2015,30.0,34.0,11.0,5.0,5.0,9.0,5.0,nrw,,,1.0,,,O,1.02211.11.–19.11
Infratestdimap,WDR,06.09.2015,36.0,34.0,11.0,5.0,6.0,3.0,5.0,nrw,,,,,,T,1.00101.09.–03.09.
Infratestdimap,WDR,21.06.2015,35.0,36.0,10.0,6.0,5.0,4.0,3.0,nrw,,,1.0,,,T,1.00016.06.–18.06.
Forsa,"KStA,stern",02.06.2015,32.0,36.0,11.0,9.0,4.0,3.0,5.0,nrw,,,,,,T,1.09718.05.–28.05
INSA,BILD,27.05.2015,38.0,34.0,12.0,6.0,6.0,2.0,1.0,nrw,,,1.0,,,T,50021.05.–22.05
YouGov,"KStA,Sat.1 NRW",18.12.2014,35.0,34.0,12.0,4.0,4.0,7.0,2.0,nrw,,,2.0,,,O,1.01503.12.–10.12
Infratestdimap,WDR,07.12.2014,36.0,35.0,10.0,5.0,5.0,5.0,3.0,nrw,,,1.0,,,T,1.00002.12.–04.12.
Forsa,KStA,14.11.2014,33.0,36.0,10.0,4.0,5.0,6.0,,nrw,,,2.0,,,T,1.08203.11.–10.11.
Forsa,KStA,02.09.2014,32.0,39.0,10.0,5.0,4.0,4.0,,nrw,,,3.0,,,T,1.50620.08.–29.08.
YouGov,KStA,20.05.2014,34.0,39.0,10.0,5.0,5.0,,,nrw,,,2.0,,,O,1.006??.??.–??.??
Infratestdimap,WDR,11.05.2014,36.0,37.0,10.0,5.0,5.0,3.0,2.0,nrw,,,2.0,,,T,1.00005.05.–08.05.
YouGov,Sat.1 NRW,11.12.2013,34.0,38.0,10.0,4.0,5.0,,,nrw,,,,,,O,1.05525.11.–01.12
Infratestdimap,WDR,08.12.2013,38.0,37.0,8.0,4.0,5.0,3.0,2.0,nrw,,,3.0,,,T,1.00003.12.–05.12.
YouGov,Sat.1 NRW,19.09.2013,35.0,38.0,11.0,4.0,4.0,,,nrw,,,2.0,,,O,1.05105.09.–16.09.
Infratestdimap,WDR,07.09.2013,36.0,40.0,9.0,4.0,4.0,2.0,2.0,nrw,,,3.0,,,T,1.00903.09.–05.09.
Infratestdimap,WDR,26.05.2013,35.0,39.0,14.0,4.0,3.0,,3.0,nrw,,,2.0,,,T,1.00121.05.–23.05.
YouGov,Sat.1 NRW,25.04.2013,31.0,42.0,12.0,6.0,3.0,,4.0,nrw,,,2.0,,,O,1.10412.04.–22.04.
Infratestdimap,WDR,16.12.2012,32.0,40.0,12.0,5.0,4.0,,3.0,nrw,,,4.0,,,T,1.00111.12.–14.12.
YouGov,"KStA,Sat.1 NRW",27.09.2012,30.0,39.0,13.0,5.0,4.0,,4.0,nrw,,,5.0,,,O,1.02004.09.–24.09.
YouGov,"KStA,Sat.1 NRW",13.06.2012,29.0,38.0,12.0,7.0,3.0,,,nrw,,,7.0,,,O,1.06101.06.–11.06.
Forschungs-gruppe Wahlen,ZDF,24.03.2022,28.0,41.0,5.5,5.0,4.0,6.5,10.0,saarland,,,,,,T,2.37521.03.–24.03.
INSA,BamS,19.03.2022,31.0,39.0,5.0,5.0,4.0,6.0,10.0,saarland,,,,,,TOM,1.00014.03.–17.03.
Forschungs-gruppe Wahlen,ZDF,18.03.2022,30.0,39.0,6.0,5.0,4.0,6.0,10.0,saarland,,,,,,T,1.02415.03.–17.03.
Infratestdimap,SR,16.02.2022,29.0,38.0,6.0,6.0,5.0,8.0,8.0,saarland,,,,,,TOM,1.17508.02.–12.02.
INSA,BILD,28.01.2022,30.0,35.0,8.0,6.0,7.0,7.0,7.0,saarland,,,,,,TOM,1.00217.01.–24.01.
Infratestdimap,SR,24.11.2021,28.0,33.0,8.0,8.0,6.0,9.0,8.0,saarland,,,,,,TOM,1.16516.11.–20.11.
INSA,BILD,21.07.2021,36.0,27.0,9.0,7.0,7.0,6.0,8.0,saarland,,,,,,TOM,1.04805.07.–19.07.
INSA,BILD,11.05.2021,31.0,21.0,15.0,7.0,14.0,6.0,6.0,saarland,,,,,,TOM,1.05203.05.–10.05.
Infratestdimap,SR,11.11.2020,40.0,22.0,12.0,3.0,11.0,8.0,4.0,saarland,,,,,,T,1.00002.11.–07.11.
INSA,BILD,10.12.2019,36.0,24.0,15.0,4.0,11.0,7.0,3.0,saarland,,,,,,T,1.00019.11.–02.12.
Infratestdimap,SR,08.05.2019,37.0,25.0,11.0,4.0,12.0,8.0,3.0,saarland,,,,,,T,1.00029.04.–06.05.
Infratestdimap,SR,21.06.2018,35.0,26.0,6.0,4.0,12.0,15.0,2.0,saarland,,,,,,T,1.00014.06.–19.06.
INSA,BILD,07.04.2022,25.0,12.0,9.0,7.0,9.0,28.0,7.0,sachsen,,3.0,,,,O,1.00001.04.–06.04.
Infratestdimap,MDR,24.02.2022,27.0,13.0,8.0,7.0,10.0,24.0,8.0,sachsen,,3.0,,,,TOM,1.17817.02.–22.02.
INSA,LVZ,17.09.2021,31.0,11.0,7.0,8.0,11.0,26.0,6.0,sachsen,,,,,,TOM,1.00006.09.–13.09.
Infratestdimap,MDR,20.08.2021,35.0,11.0,7.0,6.0,10.0,21.0,6.0,sachsen,,4.0,,,,TOM,1.17913.08.–18.08.
INSA,BILD,16.08.2021,34.0,8.0,7.0,8.0,13.0,25.0,5.0,sachsen,,,,,,TOM,1.00102.08.–09.08.
INSA,BILD,25.05.2021,24.0,6.0,13.0,12.0,11.0,26.0,8.0,sachsen,,,,,,TOM,1.00018.05.–25.05.
INSA,LVZ,04.01.2021,34.0,7.0,10.0,5.0,11.0,26.0,7.0,sachsen,,,,,,TOM,1.00801.12.–15.12.
INSA,LVZ,08.07.2020,36.0,7.0,10.0,4.0,11.0,26.0,6.0,sachsen,,,,,,TOM,1.02029.06.–02.07.
Forschungs-gruppe Wahlen,ZDF,29.08.2019,32.0,8.5,11.0,5.0,14.0,24.5,5.0,sachsen,,,,,,T,1.65726.08.–29.08.
INSA,BILD,27.08.2019,29.0,8.0,11.0,5.0,15.0,25.0,3.0,sachsen,,4.0,,,,TOM,1.01819.08.–26.08.
Forschungs-gruppe Wahlen,ZDF,23.08.2019,31.0,9.0,10.0,5.0,14.0,25.0,3.0,sachsen,,3.0,,,,T,1.06819.08.–22.08.
Infratestdimap,ARD,22.08.2019,30.0,7.0,11.0,5.0,16.0,24.0,3.0,sachsen,,4.0,,,,T,1.00219.08.–21.08.
FB Czaplicki,LeipzigerVolkszeitung,20.08.2019,28.0,8.0,13.0,5.0,16.0,26.0,1.0,sachsen,,3.0,,,,T,70008.08.–15.08.
INSA,BILD,06.08.2019,28.0,8.0,12.0,5.0,16.0,25.0,6.0,sachsen,,,,,,TOM,1.01122.07.–31.07.
Infratestdimap,MDR,02.07.2019,26.0,9.0,12.0,5.0,15.0,26.0,4.0,sachsen,,3.0,,,,T,1.00024.06.–29.06.
FB Czaplicki,LeipzigerVolkszeitung,15.06.2019,24.0,8.0,14.0,6.0,15.0,24.0,5.0,sachsen,,4.0,,,,T,70329.05.–04.06.
INSA,BILD,13.06.2019,24.0,7.0,16.0,6.0,16.0,25.0,2.0,sachsen,,4.0,,,,TOM,1.05704.06.–11.06.
INSA,BILD,26.04.2019,28.0,10.0,9.0,6.0,16.0,26.0,2.0,sachsen,,3.0,,,,TOM,1.00017.04.–24.04.
INSA,CDU-LV,05.04.2019,28.0,9.0,9.0,6.0,17.0,25.0,6.0,sachsen,,,,,,TOM,1.02807.03.–18.03.
FB Czaplicki,LeipzigerVolkszeitung,22.03.2019,27.0,11.0,16.0,5.0,17.0,18.0,4.0,sachsen,,2.0,,,,T,70304.03.–13.03.
INSA,BILD,20.12.2018,29.0,10.0,9.0,6.0,18.0,25.0,3.0,sachsen,,,,,,TOM,1.00010.12.–17.12.
IM Field,SächsischeZeitung,23.11.2018,29.0,11.0,8.0,6.0,17.0,24.0,5.0,sachsen,,,,,,T,1.00202.11.–14.11.
INSA,BILD,31.08.2018,28.0,11.0,7.0,7.0,18.0,25.0,2.0,sachsen,,2.0,,,,TOM,1.04027.08.–30.08.
Infratestdimap,MDR,28.08.2018,30.0,11.0,6.0,5.0,18.0,25.0,5.0,sachsen,,,,,,T,1.00020.08.–25.08.
INSA,BILD,12.06.2018,32.0,9.0,6.0,6.0,19.0,24.0,4.0,sachsen,,,,,,TOM,1.00904.06.–11.06.
IM Field,SächsischeZeitung,07.12.2017,33.0,12.0,4.0,7.0,18.0,23.0,3.0,sachsen,,,,,,T,1.00016.11.–02.12.
IM Field,SächsischeZeitung,31.10.2017,31.0,14.0,4.0,7.0,17.0,21.0,5.0,sachsen,,,,,,T,1.00523.10.–26.10.
Infratestdimap,MDR,22.06.2017,41.0,10.0,4.0,5.0,15.0,21.0,4.0,sachsen,,,,,,T,1.00012.06.–17.06.
Infratestdimap,MDR,22.11.2016,34.0,12.0,7.0,,16.0,25.0,6.0,sachsen,,,,,,T,1.00215.11.–19.11.
Infratestdimap,MDR,24.02.2022,33.0,16.0,6.0,5.0,11.0,20.0,9.0,sachsen-anhalt,,,,,,TOM,1.16117.02.–22.02.
INSA,BILD,26.05.2021,25.0,10.0,11.0,8.0,13.0,26.0,7.0,sachsen-anhalt,,,,,,TOM,1.00017.05.–23.05.
INSA,BILD,29.04.2021,26.0,10.0,12.0,6.0,13.0,24.0,9.0,sachsen-anhalt,,,,,,TOM,1.04220.04.–27.04.
Infratestdimap,MDR,23.04.2021,27.0,12.0,11.0,8.0,12.0,20.0,10.0,sachsen-anhalt,,,,,,TOM,1.20216.04.–21.04.
INSA,BILD,27.01.2021,30.0,10.0,9.0,5.0,16.0,23.0,7.0,sachsen-anhalt,,,,,,TOM,1.08419.01.–25.01.
INSA,BILD,02.12.2020,29.0,10.0,10.0,4.0,17.0,23.0,7.0,sachsen-anhalt,,,,,,TOM,1.07923.11.–30.11.
Infratestdimap,MDR,05.06.2020,34.0,13.0,8.0,4.0,16.0,19.0,6.0,sachsen-anhalt,,,,,,T,1.00328.05.–03.06.
INSA,BILD,20.03.2020,25.0,11.0,11.0,4.0,18.0,25.0,6.0,sachsen-anhalt,,,,,,TOM,1.00502.03.–16.03.
Infratestdimap,MDR,28.08.2018,28.0,14.0,6.0,8.0,19.0,21.0,4.0,sachsen-anhalt,,,,,,T,1.00021.08.–25.08.
CONOSCOPE,LzpB ST,22.05.2018,35.0,16.0,5.0,6.0,20.0,15.0,3.0,sachsen-anhalt,,,,,,T,1.10030.01.–08.03.
Infratestdimap,MDR,22.06.2017,40.0,13.0,6.0,5.0,20.0,13.0,3.0,sachsen-anhalt,,,,,,T,1.00012.06.–17.06.
Infratestdimap,MDR,22.11.2016,33.0,15.0,5.0,,18.0,22.0,7.0,sachsen-anhalt,,,,,,T,1.00015.11.–19.11.
Forschungs-gruppe Wahlen,ZDF,10.03.2016,32.0,14.0,5.0,4.5,21.0,18.0,5.5,sachsen-anhalt,,,,,,T,1.09607.03.–10.03.
Forsa,RTL,09.03.2016,30.0,17.0,5.0,5.0,20.0,18.0,5.0,sachsen-anhalt,,,,,,T,1.00102.03.–08.03.
INSA,BILD,07.03.2016,29.0,15.5,6.0,4.0,20.0,19.0,6.5,sachsen-anhalt,,,,,,T,1.00001.03.–05.03.
Forschungs-gruppe Wahlen,ZDF,04.03.2016,32.0,15.0,5.0,4.0,20.0,17.0,7.0,sachsen-anhalt,,,,,,T,1.02729.02.–03.03.
Infratestdimap,ARD,03.03.2016,31.0,15.0,5.5,4.5,21.0,19.0,4.0,sachsen-anhalt,,,,,,T,1.00129.02.–02.03.
INSA,BILD,28.02.2016,29.5,17.0,5.0,5.0,20.0,17.0,6.5,sachsen-anhalt,,,,,,T,1.00125.02.–27.02.
INSA,BILD,22.02.2016,30.0,16.0,5.0,4.0,21.0,17.0,7.0,sachsen-anhalt,,,,,,T,1.00019.02.–20.02.
Infratestdimap,MDR,17.02.2016,32.0,18.0,5.0,4.0,20.0,17.0,4.0,sachsen-anhalt,,,,,,T,1.00110.02.–13.02.
Forschungs-gruppe Wahlen,ZDF,14.01.2016,33.0,19.0,5.0,3.0,19.0,15.0,6.0,sachsen-anhalt,,,,,,T,1.00311.01.–13.01.
INSA,BILD,05.12.2015,35.0,15.5,6.0,3.0,23.0,13.5,4.0,sachsen-anhalt,,,,,,T,1.00425.11.–03.12.
Forschungs-gruppe Wahlen,ZDF,05.05.2022,38.0,18.0,18.0,8.0,,6.0,6.0,schleswig-holstein,,,,,6.0,T,1.70402.05.–05.05.
INSA,BILD,03.05.2022,36.0,20.0,16.0,9.0,3.0,6.0,5.0,schleswig-holstein,,,,,5.0,O,1.00025.04.–02.05.
Forschungs-gruppe Wahlen,ZDF,29.04.2022,38.0,19.0,17.0,7.0,3.0,6.0,5.0,schleswig-holstein,,,,,5.0,T,1.01125.04.–28.04.
Infratestdimap,ARD,28.04.2022,38.0,19.0,16.0,9.0,,5.0,8.0,schleswig-holstein,,,,,5.0,TOM,1.53025.04.–27.04.
Infratestdimap,NDR,21.04.2022,38.0,20.0,16.0,9.0,,6.0,7.0,schleswig-holstein,,,,,4.0,TOM,1.17213.04.–19.04.
Infratestdimap,NDR,31.03.2022,36.0,20.0,18.0,8.0,,6.0,8.0,schleswig-holstein,,,,,4.0,TOM,1.15824.03.–29.03.
Infratestdimap,NDR,10.03.2022,33.0,20.0,20.0,9.0,3.0,6.0,5.0,schleswig-holstein,,,,,4.0,TOM,1.16803.03.–08.03.
Infratestdimap,NDR,20.01.2022,28.0,23.0,20.0,10.0,3.0,7.0,5.0,schleswig-holstein,,,,,4.0,TOM,1.16713.01.–18.01.
Infratestdimap,NDR,28.05.2021,28.0,15.0,27.0,11.0,4.0,6.0,6.0,schleswig-holstein,,,,,3.0,TOM,1.22021.05.–26.05.
INSA,BILD,25.11.2020,33.0,20.0,24.0,8.0,3.0,6.0,3.0,schleswig-holstein,,,,,3.0,TOM,1.00216.11.–23.11.
INSA,BILD,28.01.2020,28.0,20.0,26.0,9.0,3.0,7.0,4.0,schleswig-holstein,,,,,3.0,TOM,1.00013.01.–20.01.
Infratestdimap,NDR,20.04.2018,34.0,22.0,18.0,8.0,6.0,6.0,3.0,schleswig-holstein,,,,,3.0,T,1.00212.04.–18.04.
Forschungs-gruppe Wahlen,ZDF,04.05.2017,32.0,29.0,12.0,11.0,4.5,6.0,2.5,schleswig-holstein,,,,,3.0,T,1.81402.05.–04.05.
INSA,BILD,29.04.2017,33.0,29.0,12.0,10.0,5.0,5.0,2.0,schleswig-holstein,,,,,4.0,T,1.00426.04.–28.04.
Infratestdimap,ARD,27.04.2017,32.0,31.0,12.0,8.5,4.5,6.0,3.0,schleswig-holstein,,,,,3.0,T,1.00325.04.–26.04.
